1000
67-93=;73;45;-26;81;-26
98-4=;94;7;39;94;94
50*70=;74;3500;73;22;3500
29+79=;108;91;70;46;108
96-15=;81;13;76;79;81
38+37=;16;75;64;9;75
39+56=;71;82;95;43;95
54+68=;63;60;122;35;122
58*4=;232;19;73;3;232
93-36=;70;16;38;57;57
90*61=;77;98;5490;4;5490
55+85=;26;53;140;61;140
90*23=;84;14;2070;9;2070
99+53=;5;152;44;3;152
42*86=;17;97;67;3612;3612
54-62=;-8;98;45;100;-8
87+67=;154;47;88;96;154
30*24=;720;72;2;44;720
35-70=;20;100;-35;81;-35
84+66=;44;39;150;73;150
61-20=;25;45;41;56;41
44*86=;1;3784;59;32;3784
76+50=;74;8;57;126;126
31-19=;12;57;10;34;12
2+98=;1;100;3;13;100
52*88=;4576;93;88;58;4576
30*18=;20;40;540;62;540
39+19=;58;80;63;80;58
30+37=;3;84;2;67;67
0+48=;15;99;48;17;48
58*53=;3;88;45;3074;3074
8+49=;46;4;60;57;57
12*14=;56;46;54;168;168
45-55=;-10;34;86;20;-10
57*52=;8;2964;78;55;2964
73*61=;4453;90;6;100;4453
72*74=;12;5328;40;79;5328
43+12=;66;29;10;55;55
95+32=;82;127;22;67;127
9+81=;1;32;90;33;90
99+93=;192;100;28;54;192
60-94=;-34;42;28;17;-34
97*6=;22;75;582;70;582
9*21=;74;189;56;90;189
63+41=;77;85;96;104;104
57*10=;570;8;91;40;570
29+44=;82;73;78;63;73
18*3=;81;43;54;50;54
47*89=;57;4183;28;85;4183
42+61=;18;16;97;103;103
48-44=;4;74;44;35;4
46*89=;4094;76;19;44;4094
98-69=;29;64;44;99;29
65+75=;55;62;140;8;140
49+96=;94;145;23;77;145
84+31=;115;5;98;80;115
11*66=;726;12;1;66;726
9+76=;85;26;19;84;85
24*17=;36;54;39;408;408
7+72=;89;70;79;8;79
11+67=;1;78;45;60;78
70*45=;49;3150;40;60;3150
43+49=;92;44;61;9;92
86-66=;35;38;20;30;20
97+99=;196;20;66;31;196
71*30=;2130;11;88;5;2130
38-40=;26;27;-2;13;-2
91-3=;17;88;10;58;88
35*2=;35;70;20;50;70
77-38=;39;1;28;75;39
78+65=;13;35;143;38;143
48*51=;2448;63;54;32;2448
8-45=;65;92;19;-37;-37
59*68=;61;70;14;4012;4012
93-48=;28;45;6;10;45
69-24=;87;69;45;45;45
85-43=;96;28;42;97;42
63-45=;77;33;18;24;18
44+70=;25;114;51;49;114
78-1=;49;60;77;15;77
78*89=;26;78;17;6942;6942
32+9=;41;0;44;28;41
46*94=;94;95;78;4324;4324
44+78=;122;18;55;52;122
67*32=;90;99;2144;71;2144
100+15=;73;98;115;45;115
81*67=;24;5427;14;76;5427
42+7=;92;37;49;66;49
15+73=;45;88;58;10;88
56-31=;25;25;4;79;25
75-11=;66;15;30;64;64
69*57=;3933;10;89;27;3933
52-29=;49;23;64;37;23
43+5=;48;24;47;81;48
28-87=;-59;0;77;94;-59
19-98=;56;83;-79;66;-79
43+21=;99;90;7;64;64
66+15=;81;76;24;30;81
86-28=;21;58;98;11;58
38+48=;86;45;67;82;86
69*58=;12;42;96;4002;4002
48*57=;29;93;2736;51;2736
68*30=;52;52;64;2040;2040
13-79=;73;31;96;-66;-66
74*91=;2;72;6734;8;6734
14+73=;38;87;17;19;87
59+18=;64;87;77;93;77
39+31=;77;62;70;22;70
65*96=;49;6240;57;34;6240
43*47=;75;2021;69;57;2021
8-61=;47;22;-53;0;-53
92-43=;53;39;83;49;49
65-5=;0;82;60;9;60
62+71=;87;133;25;74;133
